,PNR_Number,Train_Number,Date_of_Journey,Class_of_Travel,Quota,Source_Station,Destination_Station,Booking_Date,Current_Status,Number_of_Passengers,Age_of_Passengers,Booking_Channel,Travel_Distance,Number_of_Stations,Travel_Time,Train_Type,Seat_Availability,Special_Considerations,Holiday_or_Peak_Season,Waitlist_Position,Booking_Status,Waiting_Num,Distance,Final_Status
13289,PNR0000013289,85896,1/19/2061,2AC,General,BCT,GKP,5/20/2060,RAC,5,Child,Mobile App,1683,5,33,Express,2904,Senior Citizen,No,,Confirmed,0,0.373373299,CNF
13290,PNR0000013290,22863,1/20/2061,Sleeper,Tatkal,CNB,JP,5/21/2060,Confirmed,2,Senior Citizen,Counter,1769,9,32,Rajdhani,2944,Senior Citizen,Yes,,Confirmed,0,0.338710264,CNF
13291,PNR0000013291,54772,1/21/2061,Sleeper,Premium Tatkal,PNBE,PNBE,5/22/2060,Waitlisted,4,Child,Counter,599,15,13,Rajdhani,2752,,No,WL139,Not Confirmed,139,2.51921739,CAN
13292,PNR0000013292,60124,1/22/2061,Sleeper,Ladies,MAS,SBC,5/23/2060,Waitlisted,1,Adult,Counter,1721,10,21,Shatabdi,2880,,Yes,WL190,Not Confirmed,190,2.689557991,CAN
13293,PNR0000013293,84203,1/23/2061,2AC,Ladies,NJP,BBS,5/24/2060,RAC,2,Adult,Mobile App,702,4,47,Superfast,3624,Defense Quota,Yes,,Confirmed,0,0.250561335,CNF
13294,PNR0000013294,49200,1/24/2061,Sleeper,Ladies,JHS,NDLS,5/25/2060,RAC,2,Child,Mobile App,1284,17,24,Shatabdi,3056,Senior Citizen,Yes,,Confirmed,0,0.241653765,CNF
13295,PNR0000013295,27906,1/25/2061,Sleeper,General,UMB,SC,5/26/2060,Waitlisted,1,Senior Citizen,Counter,1689,13,24,Superfast,176,,Yes,WL122,Not Confirmed,122,4.180077352,CAN
13296,PNR0000013296,18913,1/26/2061,3AC,Premium Tatkal,NJP,PNBE,5/27/2060,RAC,5,Adult,Counter,408,11,26,Shatabdi,3208,Senior Citizen,No,,Confirmed,0,0.109934232,CNF
13297,PNR0000013297,73641,1/27/2061,3AC,Premium Tatkal,NDLS,JP,5/28/2060,Confirmed,3,Adult,IRCTC Website,544,4,47,Rajdhani,2360,Defense Quota,No,,Confirmed,0,0.314368022,CNF
13298,PNR0000013298,94520,1/28/2061,3AC,Tatkal,MMCT,SC,5/29/2060,Waitlisted,4,Child,IRCTC Website,1056,11,44,Rajdhani,3144,Senior Citizen,Yes,WL179,Not Confirmed,179,2.609788088,CAN
13299,PNR0000013299,32598,1/29/2061,3AC,Ladies,SBC,PNBE,5/30/2060,Waitlisted,2,Child,Mobile App,934,5,35,Rajdhani,2064,,Yes,WL161,Not Confirmed,161,2.603714076,CAN
13300,PNR0000013300,60197,1/30/2061,Sleeper,General,LKO,JU,5/31/2060,RAC,3,Senior Citizen,Counter,1098,8,14,Express,320,Senior Citizen,Yes,,Confirmed,0,0.295532797,CNF
13301,PNR0000013301,57614,1/31/2061,Sleeper,General,KOAA,KOAA,6/1/2060,Confirmed,3,Senior Citizen,IRCTC Website,1645,3,29,Shatabdi,1816,,Yes,,Confirmed,0,0.157049257,CNF
13302,PNR0000013302,27380,2/1/2061,2AC,Tatkal,CNB,SC,6/2/2060,Confirmed,3,Child,IRCTC Website,1368,6,35,Shatabdi,1248,Defense Quota,Yes,,Confirmed,0,0.50864962,CNF
13303,PNR0000013303,56599,2/2/2061,2AC,Premium Tatkal,CSMT,BSB,6/3/2060,RAC,2,Senior Citizen,IRCTC Website,171,15,19,Express,360,Senior Citizen,Yes,,Confirmed,0,0.260869762,CNF
13304,PNR0000013304,45434,2/3/2061,Sleeper,Tatkal,KOAA,JHS,6/4/2060,Waitlisted,1,Senior Citizen,Counter,1085,19,6,Express,240,Defense Quota,No,WL153,Not Confirmed,153,4.158773969,CAN
13305,PNR0000013305,55914,2/4/2061,2AC,Tatkal,GKP,LKO,6/5/2060,Confirmed,1,Child,IRCTC Website,1082,12,5,Shatabdi,392,,Yes,,Confirmed,0,0.233139334,CNF
13306,PNR0000013306,99451,2/5/2061,3AC,Tatkal,BSB,LTT,6/6/2060,Confirmed,3,Child,IRCTC Website,883,17,17,Shatabdi,2432,Defense Quota,Yes,,Confirmed,0,0.376761486,CNF
13307,PNR0000013307,20328,2/6/2061,2AC,Ladies,CNB,SC,6/7/2060,Confirmed,5,Child,Counter,581,3,35,Superfast,248,Defense Quota,Yes,,Confirmed,0,0.35792626,CNF
13308,PNR0000013308,12743,2/7/2061,3AC,Premium Tatkal,HWH,SBC,6/8/2060,Waitlisted,2,Senior Citizen,Mobile App,1237,4,28,Express,3064,Defense Quota,Yes,WL160,Not Confirmed,160,2.54849105,CAN
13309,PNR0000013309,89315,2/8/2061,Sleeper,Tatkal,MMCT,KOAA,6/9/2060,Waitlisted,2,Child,Counter,820,16,12,Express,3608,Defense Quota,Yes,WL128,Not Confirmed,128,2.399404821,CAN
13310,PNR0000013310,40467,2/9/2061,1AC,Ladies,LTT,LKO,6/10/2060,Waitlisted,1,Adult,Counter,1721,18,14,Rajdhani,2752,Senior Citizen,Yes,WL144,Not Confirmed,144,2.540753439,CAN
13311,PNR0000013311,47997,2/10/2061,Sleeper,Ladies,BBS,JP,6/11/2060,Confirmed,2,Senior Citizen,Counter,1313,5,24,Shatabdi,1056,Senior Citizen,No,,Confirmed,0,0.342267051,CNF
13312,PNR0000013312,63630,2/11/2061,2AC,Premium Tatkal,BSB,GKP,6/12/2060,RAC,2,Child,Counter,154,14,45,Rajdhani,3592,Senior Citizen,Yes,,Confirmed,0,0.222830906,CNF
13313,PNR0000013313,36682,2/12/2061,2AC,Premium Tatkal,KOAA,GKP,6/13/2060,Confirmed,3,Senior Citizen,Counter,1637,4,11,Rajdhani,3976,,Yes,,Confirmed,0,0.555596044,CNF
13314,PNR0000013314,53282,2/13/2061,1AC,Tatkal,SBC,MMCT,6/14/2060,RAC,1,Senior Citizen,IRCTC Website,120,14,18,Superfast,2720,Senior Citizen,Yes,,Confirmed,0,0.532823261,CNF
13315,PNR0000013315,28646,2/14/2061,Sleeper,Ladies,SC,BBS,6/15/2060,Confirmed,2,Child,Mobile App,1423,3,10,Express,2672,Defense Quota,Yes,,Confirmed,0,0.574418903,CNF
13316,PNR0000013316,45736,2/15/2061,Sleeper,Ladies,NDLS,JU,6/16/2060,Waitlisted,5,Child,IRCTC Website,404,19,22,Rajdhani,912,Defense Quota,Yes,WL168,Not Confirmed,168,2.904956412,CAN
13317,PNR0000013317,86598,2/16/2061,Sleeper,Tatkal,PNBE,NDLS,6/17/2060,RAC,5,Senior Citizen,Counter,800,17,35,Rajdhani,144,Defense Quota,No,,Confirmed,0,0.448050152,CNF
13318,PNR0000013318,43362,2/17/2061,2AC,Premium Tatkal,MMCT,NDLS,6/18/2060,Confirmed,1,Senior Citizen,IRCTC Website,640,16,21,Rajdhani,48,Defense Quota,No,,Confirmed,0,0.531241436,CNF
13319,PNR0000013319,67735,2/18/2061,1AC,General,ADI,ASR,6/19/2060,Waitlisted,2,Senior Citizen,Mobile App,1293,4,5,Superfast,2312,Senior Citizen,No,WL076,Not Confirmed,76,2.146644386,CNF
13320,PNR0000013320,15594,2/19/2061,2AC,Ladies,UMB,MMCT,6/20/2060,RAC,4,Senior Citizen,Counter,1094,7,32,Shatabdi,904,Defense Quota,Yes,,Confirmed,0,0.210547517,CNF
13321,PNR0000013321,61893,2/20/2061,2AC,General,LTT,HWH,6/21/2060,RAC,4,Senior Citizen,Mobile App,1328,13,41,Shatabdi,1104,Defense Quota,No,,Confirmed,0,0.383862693,CNF
13322,PNR0000013322,78723,2/21/2061,2AC,Premium Tatkal,KOAA,SBC,6/22/2060,RAC,2,Adult,Counter,1389,17,23,Rajdhani,304,Senior Citizen,No,,Confirmed,0,0.309398011,CNF
13323,PNR0000013323,48717,2/22/2061,Sleeper,Ladies,ASR,CSMT,6/23/2060,RAC,3,Child,Mobile App,1414,10,18,Express,672,Senior Citizen,No,,Confirmed,0,0.009501913,CNF
13324,PNR0000013324,74034,2/23/2061,1AC,Ladies,CSMT,CSMT,6/24/2060,Confirmed,2,Senior Citizen,Counter,1108,7,6,Express,3360,Defense Quota,Yes,,Confirmed,0,0.021785302,CNF
13325,PNR0000013325,67915,2/24/2061,2AC,Ladies,JHS,PNBE,6/25/2060,Waitlisted,4,Child,IRCTC Website,1965,12,31,Superfast,1672,Defense Quota,Yes,WL088,Not Confirmed,88,2.261246195,CNF
13326,PNR0000013326,20347,2/25/2061,1AC,Tatkal,BSB,SC,6/26/2060,Confirmed,2,Child,Mobile App,1648,6,6,Shatabdi,3760,,No,,Confirmed,0,0.368415654,CNF
13327,PNR0000013327,17561,2/26/2061,2AC,Ladies,LTT,HWH,6/27/2060,Waitlisted,5,Child,Mobile App,1396,7,44,Express,2768,Defense Quota,Yes,WL187,Not Confirmed,187,2.703885756,CAN
13328,PNR0000013328,67450,2/27/2061,2AC,Ladies,BBS,CSMT,6/28/2060,Waitlisted,2,Adult,Mobile App,625,13,38,Express,688,Defense Quota,Yes,WL139,Not Confirmed,139,2.832966033,CAN
13329,PNR0000013329,22992,2/28/2061,2AC,Ladies,BBS,SBC,6/29/2060,RAC,4,Child,Mobile App,225,3,27,Shatabdi,152,Defense Quota,Yes,,Confirmed,0,0.441117545,CNF
13330,PNR0000013330,44019,3/1/2061,Sleeper,Premium Tatkal,NJP,BBS,6/30/2060,Confirmed,1,Child,Counter,403,18,29,Express,72,Senior Citizen,Yes,,Confirmed,0,0.510443615,CNF
13331,PNR0000013331,98344,3/2/2061,2AC,Tatkal,LTT,JP,7/1/2060,RAC,4,Adult,Counter,934,13,36,Superfast,2656,,Yes,,Confirmed,0,0.570874483,CNF
13332,PNR0000013332,81081,3/3/2061,1AC,Premium Tatkal,UMB,UMB,7/2/2060,Waitlisted,3,Child,Counter,1546,14,21,Express,80,Defense Quota,Yes,WL158,Not Confirmed,158,10.10135287,CAN
13333,PNR0000013333,32741,3/4/2061,2AC,Ladies,MAS,SC,7/3/2060,Confirmed,4,Adult,Counter,1877,2,19,Shatabdi,688,Senior Citizen,No,,Confirmed,0,0.023367127,CNF
13334,PNR0000013334,19845,3/5/2061,2AC,Ladies,MAS,JHS,7/4/2060,Waitlisted,2,Adult,Mobile App,1281,18,15,Express,280,,Yes,WL069,Not Confirmed,69,2.57174956,CAN
13335,PNR0000013335,49579,3/6/2061,1AC,Ladies,BBS,ADI,7/5/2060,Waitlisted,4,Adult,IRCTC Website,486,17,8,Rajdhani,984,Defense Quota,Yes,WL014,Not Confirmed,14,1.333183428,CNF
13336,PNR0000013336,83456,3/7/2061,Sleeper,Premium Tatkal,GKP,ADI,7/6/2060,Waitlisted,1,Adult,Mobile App,104,5,44,Rajdhani,1808,Senior Citizen,No,WL103,Not Confirmed,103,2.33559353,CAN
13337,PNR0000013337,85615,3/8/2061,3AC,Tatkal,BCT,CNB,7/7/2060,RAC,2,Senior Citizen,IRCTC Website,112,7,28,Superfast,1712,Senior Citizen,Yes,,Confirmed,0,0.247173148,CNF
13338,PNR0000013338,79897,3/9/2061,2AC,Ladies,NJP,SC,7/8/2060,RAC,1,Adult,Mobile App,71,4,21,Superfast,2584,Defense Quota,No,,Confirmed,0,0.508481019,CNF
13339,PNR0000013339,70837,3/10/2061,Sleeper,Tatkal,PNBE,GKP,7/9/2060,Confirmed,4,Child,Counter,436,12,42,Shatabdi,3816,Defense Quota,No,,Confirmed,0,0.416943903,CNF
13340,PNR0000013340,20059,3/11/2061,3AC,General,GKP,SBC,7/10/2060,Waitlisted,5,Child,Mobile App,1776,8,31,Express,592,,Yes,WL109,Not Confirmed,109,2.654021618,CAN
13341,PNR0000013341,84686,3/12/2061,1AC,General,BCT,LKO,7/11/2060,Confirmed,1,Adult,Counter,1668,2,32,Rajdhani,520,Senior Citizen,No,,Confirmed,0,0.122217621,CNF
13342,PNR0000013342,18943,3/13/2061,Sleeper,Premium Tatkal,BSB,NJP,7/12/2060,RAC,5,Senior Citizen,Counter,861,2,7,Shatabdi,1496,Senior Citizen,No,,Confirmed,0,0.434353538,CNF
13343,PNR0000013343,24192,3/14/2061,2AC,Tatkal,CSMT,JP,7/13/2060,Waitlisted,2,Adult,IRCTC Website,1439,9,31,Express,1920,Defense Quota,No,WL010,Not Confirmed,10,1.145067023,CNF
13344,PNR0000013344,97605,3/15/2061,Sleeper,Ladies,GKP,BSB,7/14/2060,Confirmed,1,Senior Citizen,Counter,242,2,36,Rajdhani,872,Senior Citizen,No,,Confirmed,0,0.182817089,CNF
13345,PNR0000013345,69924,3/16/2061,1AC,Premium Tatkal,JU,SC,7/15/2060,Waitlisted,4,Adult,Counter,1445,3,29,Rajdhani,2600,Senior Citizen,No,WL005,Not Confirmed,5,0.999337791,CNF
13346,PNR0000013346,67595,3/17/2061,1AC,Premium Tatkal,GKP,LKO,7/16/2060,Confirmed,1,Senior Citizen,IRCTC Website,1209,19,30,Superfast,2528,,No,,Confirmed,0,0.45995277,CNF
13347,PNR0000013347,27453,3/18/2061,1AC,Premium Tatkal,NJP,NJP,7/17/2060,Confirmed,4,Child,Mobile App,1035,3,24,Superfast,1696,,Yes,,Confirmed,0,0.261038362,CNF
13348,PNR0000013348,98930,3/19/2061,2AC,Ladies,JU,BBS,7/18/2060,Confirmed,2,Senior Citizen,Counter,1449,11,34,Shatabdi,1640,Senior Citizen,No,,Confirmed,0,0.309566611,CNF
13349,PNR0000013349,50718,3/20/2061,2AC,Premium Tatkal,ADI,SC,7/19/2060,Waitlisted,4,Child,IRCTC Website,232,12,16,Superfast,3112,Defense Quota,No,WL105,Not Confirmed,105,2.295255265,CNF
13350,PNR0000013350,81708,3/21/2061,3AC,Ladies,NJP,HWH,7/20/2060,Confirmed,2,Child,Mobile App,260,11,5,Shatabdi,1592,Senior Citizen,Yes,,Confirmed,0,0.351162254,CNF
13351,PNR0000013351,84691,3/22/2061,1AC,Ladies,JHS,BSB,7/21/2060,Waitlisted,1,Adult,Mobile App,1073,5,47,Express,1056,Defense Quota,Yes,WL017,Not Confirmed,17,1.435654027,CNF
13352,PNR0000013352,44565,3/23/2061,2AC,General,LKO,JP,7/22/2060,Confirmed,3,Adult,Mobile App,475,9,40,Superfast,840,Senior Citizen,Yes,,Confirmed,0,0.155086661,CNF
13353,PNR0000013353,48229,3/24/2061,1AC,Tatkal,ADI,LTT,7/23/2060,Confirmed,3,Child,Counter,1760,13,3,Express,3456,Defense Quota,No,,Confirmed,0,0.104976587,CNF
13354,PNR0000013354,88794,3/25/2061,3AC,Premium Tatkal,UMB,LTT,7/24/2060,RAC,5,Senior Citizen,IRCTC Website,1397,4,41,Superfast,3056,Defense Quota,Yes,,Confirmed,0,0.241653765,CNF
13355,PNR0000013355,28957,3/26/2061,1AC,General,GKP,BCT,7/25/2060,RAC,4,Adult,IRCTC Website,246,17,46,Superfast,648,,Yes,,Confirmed,0,0.011295908,CNF
13356,PNR0000013356,64486,3/27/2061,2AC,General,MAS,SC,7/26/2060,RAC,2,Adult,IRCTC Website,141,15,32,Superfast,3816,Defense Quota,Yes,,Confirmed,0,0.416943903,CNF
13357,PNR0000013357,24641,3/28/2061,1AC,General,ASR,UMB,7/27/2060,Confirmed,1,Child,Counter,893,17,37,Express,2424,,No,,Confirmed,0,0.369828879,CNF
13358,PNR0000013358,75235,3/29/2061,Sleeper,General,PNBE,LKO,7/28/2060,Waitlisted,2,Adult,Counter,1159,18,21,Rajdhani,928,Defense Quota,No,WL016,Not Confirmed,16,1.387019849,CNF
13359,PNR0000013359,66697,3/30/2061,Sleeper,General,UMB,BBS,7/29/2060,RAC,3,Senior Citizen,Mobile App,1767,6,28,Express,3160,,No,,Confirmed,0,0.151529874,CNF
13360,PNR0000013360,59922,3/31/2061,Sleeper,Tatkal,BSB,ADI,7/30/2060,RAC,2,Child,IRCTC Website,746,6,45,Superfast,992,Defense Quota,No,,Confirmed,0,0.286806194,CNF
13361,PNR0000013361,39064,4/1/2061,Sleeper,General,LKO,PNBE,7/31/2060,Confirmed,1,Adult,IRCTC Website,836,2,16,Shatabdi,2032,Defense Quota,No,,Confirmed,0,0.030131134,CNF
13362,PNR0000013362,12623,4/2/2061,Sleeper,General,NDLS,CSMT,8/1/2060,RAC,3,Child,Mobile App,168,7,22,Superfast,3296,Defense Quota,No,,Confirmed,0,0.033675554,CNF
13363,PNR0000013363,63869,4/3/2061,2AC,Premium Tatkal,UMB,GKP,8/2/2060,Waitlisted,3,Child,Mobile App,1044,11,33,Shatabdi,344,Senior Citizen,No,WL038,Not Confirmed,38,1.958733792,CNF
13364,PNR0000013364,64133,4/4/2061,2AC,Tatkal,CNB,UMB,8/3/2060,Waitlisted,2,Adult,IRCTC Website,1883,19,40,Shatabdi,3512,,Yes,WL033,Not Confirmed,33,1.695148953,CNF
13365,PNR0000013365,24135,4/5/2061,1AC,Ladies,SBC,UMB,8/4/2060,Waitlisted,5,Child,Mobile App,62,18,8,Rajdhani,1712,Senior Citizen,Yes,WL033,Not Confirmed,33,1.723213884,CNF
13366,PNR0000013366,62841,4/6/2061,Sleeper,Premium Tatkal,MMCT,MAS,8/5/2060,Waitlisted,1,Senior Citizen,IRCTC Website,234,9,3,Rajdhani,520,Defense Quota,No,WL039,Not Confirmed,39,1.887633685,CNF
13367,PNR0000013367,26482,4/7/2061,Sleeper,Ladies,LKO,BBS,8/6/2060,Waitlisted,2,Senior Citizen,Counter,601,5,28,Shatabdi,3176,Senior Citizen,Yes,WL161,Not Confirmed,161,2.539969145,CAN
13368,PNR0000013368,81352,4/8/2061,2AC,Premium Tatkal,SC,GKP,8/7/2060,RAC,1,Senior Citizen,IRCTC Website,692,2,36,Rajdhani,984,Senior Citizen,No,,Confirmed,0,0.279873587,CNF
13369,PNR0000013369,59607,4/9/2061,1AC,Premium Tatkal,BCT,JHS,8/8/2060,Waitlisted,1,Child,IRCTC Website,1534,6,47,Rajdhani,3712,Senior Citizen,Yes,WL116,Not Confirmed,116,2.353527868,CAN
13370,PNR0000013370,57100,4/10/2061,Sleeper,General,JU,SC,8/9/2060,Waitlisted,3,Senior Citizen,Mobile App,639,19,25,Express,1560,Defense Quota,No,WL047,Not Confirmed,47,1.931364347,CNF
13371,PNR0000013371,69624,4/11/2061,2AC,General,GKP,ASR,8/10/2060,Confirmed,2,Senior Citizen,Counter,691,7,26,Superfast,88,,No,,Confirmed,0,0.496578401,CNF
13372,PNR0000013372,32900,4/12/2061,1AC,General,CNB,CNB,8/11/2060,RAC,3,Senior Citizen,IRCTC Website,188,15,24,Express,512,Defense Quota,Yes,,Confirmed,0,0.129150228,CNF
13373,PNR0000013373,20706,4/13/2061,3AC,Ladies,CSMT,NJP,8/12/2060,RAC,3,Child,Mobile App,1262,10,19,Express,2952,Defense Quota,No,,Confirmed,0,0.331777657,CNF
13374,PNR0000013374,15488,4/14/2061,Sleeper,Premium Tatkal,KOAA,CSMT,8/13/2060,Confirmed,1,Adult,Mobile App,1901,10,13,Rajdhani,1616,,Yes,,Confirmed,0,0.330364433,CNF
13375,PNR0000013375,38839,4/15/2061,3AC,General,GKP,ADI,8/14/2060,Waitlisted,4,Senior Citizen,Mobile App,513,4,46,Rajdhani,3536,Senior Citizen,Yes,WL088,Not Confirmed,88,2.189139678,CNF
13376,PNR0000013376,58161,4/16/2061,2AC,Ladies,JHS,UMB,8/15/2060,Confirmed,1,Adult,IRCTC Website,183,13,45,Express,2880,,Yes,,Confirmed,0,0.39417112,CNF
13377,PNR0000013377,79229,4/17/2061,1AC,General,PNBE,JU,8/16/2060,Waitlisted,4,Child,Counter,934,9,7,Rajdhani,3640,Defense Quota,Yes,WL183,Not Confirmed,183,2.613030992,CAN
13378,PNR0000013378,97929,4/18/2061,Sleeper,Tatkal,CNB,JU,8/17/2060,RAC,5,Senior Citizen,Mobile App,762,4,8,Rajdhani,120,,No,,Confirmed,0,0.468847973,CNF
13379,PNR0000013379,40370,4/19/2061,3AC,Premium Tatkal,NDLS,LKO,8/18/2060,RAC,5,Child,Mobile App,481,14,16,Shatabdi,3520,Senior Citizen,No,,Confirmed,0,0.160437443,CNF
13380,PNR0000013380,94455,4/20/2061,2AC,Tatkal,UMB,JU,8/19/2060,Waitlisted,2,Senior Citizen,IRCTC Website,100,12,45,Rajdhani,800,Defense Quota,Yes,WL150,Not Confirmed,150,2.842432114,CAN
13381,PNR0000013381,32296,4/21/2061,Sleeper,Tatkal,JU,SC,8/20/2060,Confirmed,4,Senior Citizen,Mobile App,635,8,5,Express,64,,No,,Confirmed,0,0.517376222,CNF
13382,PNR0000013382,88825,4/22/2061,2AC,Ladies,ADI,ADI,8/21/2060,Confirmed,4,Adult,IRCTC Website,1867,15,23,Express,1920,Senior Citizen,Yes,,Confirmed,0,0.066925365,CNF
13383,PNR0000013383,11592,4/23/2061,1AC,General,ASR,PNBE,8/22/2060,Confirmed,1,Child,Counter,1813,13,11,Rajdhani,2448,Defense Quota,No,,Confirmed,0,0.3906267,CNF
13384,PNR0000013384,35874,4/24/2061,Sleeper,Tatkal,MMCT,LKO,8/23/2060,RAC,5,Senior Citizen,IRCTC Website,664,8,41,Shatabdi,3384,,No,,Confirmed,0,0.042583123,CNF
13385,PNR0000013385,82657,4/25/2061,3AC,Ladies,SC,KOAA,8/24/2060,RAC,3,Adult,Mobile App,181,12,32,Express,2032,,No,,Confirmed,0,0.030131134,CNF
13386,PNR0000013386,99721,4/26/2061,1AC,Premium Tatkal,CSMT,MAS,8/25/2060,RAC,4,Senior Citizen,IRCTC Website,1045,5,15,Rajdhani,3344,,No,,Confirmed,0,0.007920088,CNF
13387,PNR0000013387,54705,4/27/2061,3AC,Premium Tatkal,CSMT,JU,8/26/2060,RAC,3,Adult,Counter,461,2,16,Superfast,3984,Defense Quota,No,,Confirmed,0,0.562528651,CNF
13388,PNR0000013388,59967,4/28/2061,1AC,Premium Tatkal,BBS,JU,8/27/2060,RAC,5,Senior Citizen,IRCTC Website,1212,19,20,Superfast,1088,Senior Citizen,Yes,,Confirmed,0,0.369997479,CNF
13389,PNR0000013389,90550,4/29/2061,1AC,Tatkal,CNB,JU,8/28/2060,Confirmed,2,Senior Citizen,Mobile App,620,14,33,Express,3480,Defense Quota,Yes,,Confirmed,0,0.125774408,CNF
13390,PNR0000013390,43115,4/30/2061,3AC,Ladies,BSB,BBS,8/29/2060,Confirmed,1,Adult,IRCTC Website,1870,3,36,Rajdhani,1848,,Yes,,Confirmed,0,0.129318828,CNF
13391,PNR0000013391,65220,5/1/2061,Sleeper,Premium Tatkal,MAS,MMCT,8/30/2060,Waitlisted,2,Senior Citizen,Counter,691,3,32,Superfast,2696,Senior Citizen,No,WL076,Not Confirmed,76,2.193468705,CNF
13392,PNR0000013392,79236,5/2/2061,3AC,General,LKO,LKO,8/31/2060,RAC,2,Senior Citizen,Counter,1718,14,4,Express,248,Defense Quota,No,,Confirmed,0,0.35792626,CNF
13393,PNR0000013393,59729,5/3/2061,1AC,Tatkal,LKO,LTT,9/1/2060,Waitlisted,3,Senior Citizen,Mobile App,623,2,16,Superfast,3792,Defense Quota,Yes,WL060,Not Confirmed,60,2.02090697,CNF
13394,PNR0000013394,91112,5/4/2061,2AC,Ladies,SC,SC,9/2/2060,Confirmed,3,Senior Citizen,Mobile App,1764,4,36,Superfast,2008,Senior Citizen,Yes,,Confirmed,0,0.009333312,CNF
13395,PNR0000013395,87458,5/5/2061,Sleeper,General,CSMT,NDLS,9/3/2060,Waitlisted,2,Child,IRCTC Website,722,2,20,Rajdhani,3576,Defense Quota,No,WL192,Not Confirmed,192,2.639853056,CAN
13396,PNR0000013396,27905,5/6/2061,2AC,Ladies,CNB,JU,9/4/2060,Confirmed,3,Adult,Mobile App,1042,15,39,Superfast,1832,Senior Citizen,Yes,,Confirmed,0,0.143184042,CNF
13397,PNR0000013397,77852,5/7/2061,Sleeper,Premium Tatkal,UMB,NJP,9/5/2060,RAC,5,Adult,Counter,1902,7,23,Shatabdi,600,Defense Quota,Yes,,Confirmed,0,0.052891551,CNF
13398,PNR0000013398,10882,5/8/2061,Sleeper,Ladies,CSMT,CSMT,9/6/2060,RAC,1,Adult,IRCTC Website,157,7,20,Express,2184,,No,,Confirmed,0,0.161850667,CNF
13399,PNR0000013399,88605,5/9/2061,Sleeper,Premium Tatkal,CSMT,MMCT,9/7/2060,Confirmed,5,Adult,Mobile App,1148,6,6,Superfast,80,Senior Citizen,Yes,,Confirmed,0,0.503511008,CNF
13400,PNR0000013400,95314,5/10/2061,2AC,General,CNB,PNBE,9/8/2060,Waitlisted,5,Adult,Counter,1298,16,20,Shatabdi,2544,,Yes,WL073,Not Confirmed,73,2.155811575,CNF
13401,PNR0000013401,37929,5/11/2061,2AC,General,PNBE,CSMT,9/9/2060,RAC,3,Child,IRCTC Website,1407,4,28,Shatabdi,2448,Defense Quota,No,,Confirmed,0,0.3906267,CNF
13402,PNR0000013402,31500,5/12/2061,Sleeper,Tatkal,JP,LTT,9/10/2060,Waitlisted,2,Child,IRCTC Website,1324,7,16,Superfast,2240,,Yes,WL080,Not Confirmed,80,2.169842873,CNF
13403,PNR0000013403,81347,5/13/2061,Sleeper,General,MAS,CSMT,9/11/2060,Confirmed,5,Child,IRCTC Website,449,16,9,Express,1840,Defense Quota,Yes,,Confirmed,0,0.136251435,CNF
13404,PNR0000013404,68745,5/14/2061,Sleeper,Tatkal,BCT,JP,9/12/2060,Confirmed,5,Senior Citizen,IRCTC Website,592,5,42,Rajdhani,2952,Senior Citizen,No,,Confirmed,0,0.331777657,CNF
13405,PNR0000013405,61278,5/15/2061,1AC,Premium Tatkal,BSB,KOAA,9/13/2060,Confirmed,4,Child,IRCTC Website,1723,3,31,Rajdhani,2104,Senior Citizen,Yes,,Confirmed,0,0.092524597,CNF
13406,PNR0000013406,64974,5/16/2061,3AC,Tatkal,CNB,LKO,9/14/2060,Confirmed,2,Adult,Counter,50,4,40,Superfast,2408,,Yes,,Confirmed,0,0.355963664,CNF
13407,PNR0000013407,93002,5/17/2061,3AC,General,PNBE,NJP,9/15/2060,Waitlisted,2,Senior Citizen,Counter,539,13,26,Rajdhani,2912,Defense Quota,No,WL160,Not Confirmed,160,2.572376354,CAN
13408,PNR0000013408,54020,5/18/2061,Sleeper,Premium Tatkal,NJP,JP,9/16/2060,RAC,4,Child,Counter,927,5,5,Rajdhani,2776,,Yes,,Confirmed,0,0.484295012,CNF
13409,PNR0000013409,68402,5/19/2061,1AC,Ladies,SBC,JP,9/17/2060,Confirmed,2,Adult,IRCTC Website,1392,18,6,Superfast,3592,Senior Citizen,Yes,,Confirmed,0,0.222830906,CNF
13410,PNR0000013410,14249,5/20/2061,3AC,Ladies,SBC,NDLS,9/18/2060,RAC,1,Adult,IRCTC Website,242,3,36,Superfast,3944,Defense Quota,Yes,,Confirmed,0,0.527865616,CNF
13411,PNR0000013411,86339,5/21/2061,3AC,Ladies,MMCT,CSMT,9/19/2060,Confirmed,4,Child,Counter,1445,18,42,Rajdhani,2296,,No,,Confirmed,0,0.258907166,CNF
13412,PNR0000013412,73395,5/22/2061,3AC,General,ADI,LTT,9/20/2060,Confirmed,5,Senior Citizen,Counter,1909,10,41,Shatabdi,664,Defense Quota,No,,Confirmed,0,0.002569306,CNF
13413,PNR0000013413,92098,5/23/2061,2AC,Ladies,ASR,NDLS,9/21/2060,Confirmed,3,Child,Mobile App,1601,8,30,Shatabdi,1144,Senior Citizen,No,,Confirmed,0,0.418525728,CNF
13414,PNR0000013414,98804,5/24/2061,2AC,Premium Tatkal,NDLS,MMCT,9/22/2060,RAC,4,Adult,Mobile App,1400,4,13,Rajdhani,840,Senior Citizen,Yes,,Confirmed,0,0.155086661,CNF
